title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Фулстак-разработчик (junior/стажёр),,Астана,Таржакаев,18-11-2025 21:10:29,Базовые знания HTML/CSS/JS. Опыт работы с любым фреймворком (React/Vue/Svelte — любой подойдёт). Понимание базового backend (Node.js или...,"Дорабатывать функционал проекта TeamRise. Подключать API, работать с базой данных. Улучшать интерфейсы, скорость загрузки и UX. Участвовать в обсуждении архитектуры...","{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/127846618
Разработчик,700000 - 700000 KZT,Алматы,Warehouse Management IAA,17-11-2025 14:35:35,Соблюдение корпоративной этики и внутренних правил компании.,"Специалист по 1C WMS — это IT-специалист, который занимается настройкой, поддержкой и использованием системы управления складом на платформе 1...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127787222
Frontend Developer (Интернет-банкинг),,Алматы,Рекрутинговое агентство Fin Career Lab,19-11-2025 10:43:04,Обязательный опыт и навыки. Опыт коммерческой разработки: не менее 3 лет в роли фронтенд‑разработчика. Ключевые технологии: React 18+...,Проект: Интернет-банкинг. Работа с интерфейсом и UX. Локализация и интернационализация. Работа с данными и утилитами. Архитектура. Интеграции и безопасность. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Частичная занятость,https://hh.ru/vacancy/127861307
Главный разработчик,,Алматы,Народный банк Казахстана,19-11-2025 08:15:45,Опыт работы от 2-х лет. Обязательно: Знание принципов построения веб интерфейсов. Знания принципов шаблонов проектирования. Знания принципов правильного написания...,,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127852959
WEB-разработчик (PHP Laravel),200000 - 300000 KZT,Алматы,Spark Логистика,18-11-2025 06:38:54,"Что нужно уметь:  PHP + Laravel — более глубокое понимание фреймворка, работа с MVC, построение REST API.  Контейнеризация и контроль версий...","Интеграция API — подключение и разработка компонентов сервисов.  Базы данных — уверенная работа с MySQL, PostgreSQL, составление эффективных SQL-запросов.  ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127807153
Backend-разработчик,300000 KZT,Алматы,Хасанов (World of VR),19-11-2025 13:10:54,"Проект: AI-ассистент (Unity + AI + Web Admin). Формат: удалённо, part-time или full-time. Уровень: Middle / Strong Junior. ","текстовые сообщения. — голосовые запросы. Разработка и поддержка REST API (Node.js + Express). Создание эндпоинтов, которые вызываются из Unity-клиента. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127871010
Шеф R&D Исследования и Разработка (Казахстан),,Алматы,BELLISSIMO PIZZA INTERNATIONAL,17-11-2025 14:29:11,"Знание казахского, русского языков (знание узбекского приветствуется). Высшее образование (желательно в области кулинарии, технологий пищевой промышленности или смежных областях). ",Разработка и тестирование новых рецептов с учётом трендов и предпочтений клиентов. Анализ отзывов и внедрение улучшений. Расчёт ТТК и себестоимости. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127786689
Java-разработчик,,Алматы,Khan Group,20-11-2025 11:01:47,"Java 8/21, Spring Boot 3, JavaEE. Hibernate/JPA, SQL. Docker, Kubernetes, GCP. Redis, Elasticsearch.","Разработка и поддержка backend-систем (Работа с кодовой базой,включающей как монолитный legacy-проект на JavaEE, так и микросервисную архитектуру...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127767072
React разработчик Middle,,Алматы,Grand era,19-11-2025 14:39:51,"Глубокие знания React + TypeScript, понимание принципов проектирования SPA/PWA. Опыт работы с REST API, axios, понимание работы асинхронных запросов. ","Разработка и поддержка продукта компании. Взаимодействие с другими командами: backend-разработчиками; тестировщиками, продакт-менеджерами.","{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127876798
Senior Unity Developer,,Алматы,Rhinotales,18-11-2025 10:55:13,"Навыки и опыт, которые ожидаем от вас. Опыт коммерческой разработки на Unity 3D от 3х лет. ",Разработка фичей. Развитие существующего функционала и реализация новых фич. Участие в развитии архитектуры и систем проекта. Разработка вспомогательных инструментов. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127819809
Middle Golang разработчик,700000 KZT,Алматы,GEXABYTE,20-11-2025 13:08:29,"Уверенное знание Go, опыт коммерческой разработки от 3 лет. Опыт разработки REST/gRPC сервисов. PostgreSQL и/или MongoDB, уверенное владение...",Проектирование и разработка высоконагруженных приложений. Обеспечение безопасности и конфиденциальности на проектах. Ответственное выполнение задач в установленные сроки. Взаимодействовать с внешними...,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127915035
Junior разработчик Управления back-end разработки,,Алматы,Страховая компания Alatau City Garant,14-11-2025 12:29:44,"Высшее образование. Аналитический склад ума, умение погружаться в предметную область и бизнес процессы. Знания платформы .Net C#. Опыт работы с...","Приём запросов от тех поддержки. Анализ логов, трассировок, состояния сервисов для выявления причины проблемы. Определение, относится ли ошибка к неправильному...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127708013
Senior GO backend developer,3000 - 5000 USD,Астана,INXY.COM,20-11-2025 11:25:43,Опыт работы от 5х лет. Знание русского языка обязательно. Знание английского языка на уровне Intermediate и выше. ,,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127908947
Разработчик chatGPT роботов для Whatsapp (lowcode),150000 - 250000 KZT,Алматы,Алдонгаров,14-11-2025 14:30:53,"Опыт активного использования chatGPT, Claude. Интерес к сфере искусственного интеллекта. Среднее владение Google Sheets, AmoCRM, Bitrix24. Среднее владение платформой...",Создание AI агентов в Whatsapp и Instagram. Написание сценариев общения с клиентами партнера. Поддержка партнеров. Тестирование ботов и их оптимизация. ,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127715554
Frontend-разработчик,150000 - 500000 KZT,Алматы,BePRO,11-11-2025 09:18:32,"Опыт работы с VueJS и TypeScript минимум 2 года. - Отличное знание JavaScript (ES6+), HTML5, CSS3. - ",,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127503444
Front-end разработчик (React/Vue),,Алматы,iBEC Systems,29-10-2025 12:45:04,"Честного, полного энтузиазма и лояльности к своей работе опытного Frontend-разработчика. Чего мы ждём от вас: Опыт работы в качестве...",Внешние и внутренние семинары или доклады.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127102369
Программист-стажер 1C,85000 - 250000 KZT,Астана,KenKost,29-10-2025 09:40:47,,"Компания KenKost занимается продажей программного обеспечения, продажей программных продуктов фирмы 1С, разработка, внедрение и сопровождение 1С, IT-консалтинг...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/126195048
Golang-разработчик,,Астана,IT Холдинг Kazdream,20-11-2025 08:18:25,"Опыт разработки на Golang от 3-ех лет, опыт разработки от 5 лет. Умение писать тесты. Знание паттернов проектирования современного...","Участие в обсуждении процессов разработки, освоение новых технологий. Участие в разработке высоконагруженных проектов. Разработка back-end приложений для проектов компании...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127898090
Python-разработчик (Junior),515700 KZT,Алматы,Умскул,19-11-2025 14:31:30,Практический опыт разработки на Python 3. Уверенное владение SQL (PostgreSQL). Понимание принципов REST API. Опыт работы с Git. ,Разработка чат-ботов на языке Python для платформ Telegram и VK. Создание и оптимизация скриптов автоматизации бизнес-процессов. ,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127876149
Java Full-Stack Developer (Разработчик),,Астана,Pulsar Systems,19-11-2025 14:41:13,"Опыт работы с инструментами анализа безопасности кода (SAST, DAST, SCA и др.). Знание стандартов безопасности: OWASP Top 10, CWE/SANS...","Разработка и поддержка веб-приложений, обеспечивая их высокую производительность, безотказность и масштабируемость. Проектирование архитектуры системы, обеспечивая надежность и эффективность. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127876930
Программист,300000 - 1000000 KZT,Актау,TECHNOLOGY SYSTEMS COMPANY,19-11-2025 13:39:19,"1. (Hard Skills / Технические требования): Знание ключевых языков программирования стандарта МЭК 61131-3: LD (Ladder Diagram, Релейно-лестничная логика): FBD...",,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127872704
Web Developer (Web Разработчик),150000 - 350000 KZT,Алматы,Maxinum Consulting Ltd,29-10-2025 14:54:55,"Знание основ Front End- или/и Backend- разработки. Опыт работы с React, TypeScript, NextJS, Nest, Postgres, Express или аналогами и...",,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127110463
Разработчик,600000 KZT,Алматы,Inkar,20-11-2025 10:29:36,"От 3 лет в роли разработчика / инженера. Python 3.10+ (pandas или polars ), SQL, DuckDB, Parquet. Опыт построения ETL...","Разработка и сопровождение ETL-процессов : из CSV/Excel/SАP Parquet/Duck DB, реализация инкрементальных снапшотов: Программная реализация бизнес-правил скорости...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127905125
Backend GO Developer,400000 KZT,Алматы,PingOcean (ПингОушен),16-11-2025 08:53:26,Опыт работы с Git. Опыт написания кода на golang. Аналитическое мышление. Знание PostgreSQL. Опыт работы с Linux. Ci/cd. ,"Оптимизировать работу сервисов и запросов. Разрабатывать новые функции API, алгоритмы, процессы, системы. Развивать административную часть проекта.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127747023
Fullstack-разработчик,600000 KZT,Алматы,Центр информационных систем города Алматы,20-11-2025 10:03:13,"Технический стек и навыки. Базовые принципы: ООП, SOLID, шаблоны проектирования, TDD, Clean Code. Бэкенд: C#, .NET Core/5/6, PHP...","Проектирование и разработка бэкенд систем, API и микросервисов. Архитектура и оптимизация SQL & NoSQL баз данных (производительность, индексирование, схемы). ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127903299
Fullstack-разработчик Департамента информационных технологий,,Астана,"Жасыл даму, АО",19-11-2025 10:24:09,"Высшее образование в профильных областях: техническое образование / IT. - Опыт работы не менее 5 лет в областях, соответствующих функциональным направлениям должности. ",Разработка новых функций и поддержка функционала веб-сервисов. Модернизация и улучшение работы сервисов. Разработка и поддержка интеграций с внешними сервисами...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127860178
Middle Frontend-разработчик,,Алматы,Birdhouse,07-11-2025 15:31:17,"Опыт работы с React от 2-3 лет, знание TypeScript. Уверенные знания HTML5, CSS3, JavaScript. Опыт работы с...","Разработка SPA-приложений с использованием современных фреймворков. Вёрстка по макетам (Figma), адаптивный и кроссбраузерный дизайн. Интеграция с backend API (REST...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127414287
Backend-разработчик,,Астана,BInTech,17-11-2025 12:01:06,"Kubernetes, Maven/Gradle, JUnit, SVN. Hibernate и другие ORM. Опыт работы от 3 до 6 лет. Уверенные знания Java и...",Разрабатывать новые модули и сервисы. Проектировать архитектуру и участвовать в её анализе. Исправлять баги и оптимизировать производительность. Интегрироваться с гос. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127774836
Golang разработчик (senior),,Алматы,Freedom Pay,19-11-2025 11:03:07,Опыт разработки на Go не менее 4 лет. Опыт разработки микросервисных приложений на Go. Понимание сетевых протоколов. Знания REST API...,Зона ответственности: Создание программных решений. Управление разработкой программного обеспечения полного жизненного цикла. Технический анализ и тестирование. Участие в разработке сложного...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127862785
Frontend-разработчик (React / Dashboard / Real-time UI),400000 - 500000 KZT,Астана,СпецГазМонтаж,19-11-2025 10:50:59,"React / Next.js / Vite. TypeScript, Redux Toolkit / Zustand. TailwindCSS / Material UI. Recharts / Chart.js / ECharts. REST API / WebSocket. Опыт с Framer Motion...",Мониторинг работы кранов и контейнеров. Визуализация телеметрии. Отчётность и контроль операций. Управление пользователями и ролями. Разработка интерфейса системы на React...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127623636
Business Development Manager Apple iPhone,,Алматы,АСБИС Казахстан,19-11-2025 13:48:00,"3+ years of proven experience in product management, sales, marketing, preferably within the tech or consumer electronics industry, smartphones. ","Define sales, pricing and promotion strategy for the assigned product groups. Coordination of assortment, pricing, listing, distribution and other types...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127873175
Mobile-разработчик,,Алматы,INK architects (Ай Эн Кей архитектс),17-11-2025 09:21:06,Опыт разработки на Kotlin/Java или Swift. Понимание архитектур MVVM или MVI. Навыки работы с Firebase и сторонними SDK. ,Mobile-разработчик (Android / iOS / Flutter / React Native). Разработка и поддержка мобильных приложений под Android и/или iOS. Работа с Firebase...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127761741
Python-разработчик,,Астана,Wanted,17-11-2025 11:03:52,"Большой практический опыт реализации проектов по парсингу данных и интеграции с внешними источниками. Уверенное владение методами асинхронного программирования, включая применение...","Работа над передовой платформой, меняющей представление о мониторинге информационного пространства.","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127770042
"Frontend-разработчик (Vue 3 / Nuxt 3, Junior/Middle)",400000 KZT,Алматы,The Boss media group,18-11-2025 14:59:55,"Опыт коммерческой разработки на Vue 3 + Nuxt 3 + TypeScript. Знание Pinia, принципов организации стора. Навыки работы с SSR...","Разработка и поддержка фронтенда на Nuxt 3 / Vue 3 (TS). Создание UI-компонентов, адаптивной вёрстки. Работа с SSR/SSG, middleware...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127835095
"Junior Software Developer (JS/TS) , офис",,Алматы,TechWorks,10-11-2025 15:21:20,"Имеете опыт работы хотя бы над одним продуктом, проектом (pet). Умеете системно работать и давать результат. Умеете работать с системами...","Писать код для бекенда и фронтенда (NodeJS, VueJS). Разбираться с API внешних платформ и интегрироваться с ними (REST, SOAP, Kafka). ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127483367
Data Engineer Направление разработки и сопровождения баз данных,,Алматы,Банк ЦентрКредит,18-11-2025 06:48:57,,Разработка и оптимизация SQL-запросов для извлечения и анализа данных. Сотрудничество с командами аналитиков и разработчиков для определения требований к...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127807593
Middle/Middle+ Java Developer,,Алматы,SAPA Technologies,18-11-2025 10:05:22,"Отличное знание Core Java (Collections, Streams, Exceptions, Concurrency, Generics). Понимание и применение принципов SOLID, Clean Code, Design Patterns. ",Разработка и поддержка серверных приложений на Java (версия 15–21). Проектирование и реализация REST API и микросервисных решений. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127815997
Golang-разработчик,1000000 - 1100000 KZT,Астана,Bright Technologies,17-11-2025 15:15:27,"Уверенное владение Go (Golang) — понимание горутин, каналов, контекстов, синхронизации (mutex, wait groups). Опыт разработки микросервисов — проектирование, разделение сервисов, взаимодействие между...",Fintech проект.,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127790638
Frontend-разработчик Next.js (Middle+/Senior),2500 EUR,Алматы,Региональная компания,13-11-2025 13:08:49,"Официальный опыт работы в компании от 5 лет (фриланс не в счет). - Отличное знание TypeScript, JavaScript (ES6+). - ",,"{'id': 'remote', 'name': 'Удаленная работа'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127632119
Middle / Senior Back-End разработчик (Rust / Go),500000 - 600000 KZT,Астана,"QI TECH LTD., CHK",19-11-2025 17:46:11,3+ лет коммерческой разработки на Rust или Go (Rust в приоритете). Уверенное знание PostgreSQL. Опыт работы с Redis (кеширование...,"Разработка и поддержка API (REST, WebSocket). Создание микросервисов на Rust (при необходимости — на Go). Интеграции с POS: iiko, rKeeper, Poster. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127889749
Android-разработчик (Senior),,Алматы,Agile Soft,20-11-2025 15:13:27,"Senior-level, 4+ years of Android experience, strong Kotlin skills, hybrid format (Almaty), fintech background preferred. Core Skills: Kotlin...","Implementation of modules in the new mobile application. Candidate's Portrait. Hybrid work format, Almaty.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Проектная работа,https://hh.ru/vacancy/127921573
Senior Python BE разработчик,1300000 KZT,Астана,Tasko Astana,18-11-2025 10:07:40,Опыт работы в коммерческой разработке ПО от 3 лет. Уверенное владение Python + еще одним из языков программирования. ,"Разработка нового и поддержка существующего функционала в tech stack'е: Python 3. FastAPI, Pydantic V2. PostgreSQL, Redis, Celery, Taskiq. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127816221
Java-разработчик,,Астана,Freedom Holding Operations,05-11-2025 13:21:49,"Уверенное владение Java 11+ (лямбда-выражения, потоки, параллелизм). Глубокое знание Spring Boot (REST API, Spring Data, Spring Security). ",Разработка новой функциональности в действующих проектах и разработку проектов с 0. Рефакторинг и оптимизация существующей функциональности. Исправление найденных дефектов. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127307518
Backend-разработчик,,Алматы,Travel Store Kazakhstan,20-11-2025 18:17:47,Опыт коммерческой разработки backend от 3 лет. Опыт интеграции любой travel-системы: Amadeus / Sabre / Galileo / Travelport / NDC / Duffel / Kiwi / MixVel...,Разработка backend-части платформы онлайн-бронирования авиабилетов и отелей. Интеграция с внешними travel-API: Amadeus Web Services / Self-Service API...,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127929245
Intern Developer,,Алматы,Itransition,14-11-2025 11:25:02,"Basic knowledge in programming(.Net, PHP or JavaScript). Understanding of principles of web-development. Understanding of basics of version control...",Attending lectures and seminars. Performing software development tasks. Independent study of training materials. Team work. Implementing a project on fully...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/125321852
Разработчик Программист Frontend Backend Phyton,300000 - 400000 KZT,Алматы,XXL MEBEL,18-11-2025 09:59:28,PHP (Laravel). React Native. Native:,"Frontend: React, Vue, Angular. Backend: Cross-Platform: Swift (iOS). Kotlin (Android).  3. Desktop-разработчики.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127815605
Senior Java Developer,,Алматы,Khan Group,20-11-2025 14:36:05,"Отличное владение Java, Spring, Hibernate, Postgres (обязательно). Базовые знания Thymeleaf, HTML, CSS, JavaScript приветствуются. Умение писать алгоритмический код, решать задачи...",Участие в разработке нового продукта с нуля.,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127919731
Менеджер по развитию бизнеса / Business Development Manager,700000 - 1000000 KZT,Астана,ЧАСТНАЯ КОМПАНИЯ DOODOCS LTD.,19-11-2025 13:23:35,"Опыт в B2B-продажах, преимущественно в IT или консалтинге от 1 года. Навыки коммуникации и презентации, умение ""продавать...","Продавать решения Doodocs HR, связанные с КЭДО, интеграциями с 1С, Enbek.kz, EGov, цифровыми личными делами сотрудников. Проводить онлайн и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127871669
Golang разработчик,,Алматы,Банк ЦентрКредит,20-11-2025 16:40:16,Высшее техническое образование. Навыки backend-разработки не менее 3 лет. Опыт работы с микросервисной архитектурой и дизайном архитектуры. ,Разработка и совершенствование новых и существующих продуктов. Оптимизация производительности приложения. Взаимодействие с внешними API. Тестирование и документирование кода. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127925853
WEB-разработчик (PHP/Laravel),,Шымкент,Рыспаев,18-11-2025 10:51:34,"Основные навыки и технологии. PHP (Laravel) — уверенное владение фреймворком, понимание архитектуры MVC, разработка REST API. Docker и Git — умение работать...","Работа с API — интеграция сторонних сервисов, создание собственных модулей и компонентов. Базы данных — уверенная работа с MySQL/PostgreSQL, написание оптимизированных...","{'id': 'flexible', 'name': 'Гибкий график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127819503
Junior разработчик,250000 KZT,Астана,SilkwayTransit,07-11-2025 07:14:28,Опыт работы с фреймворком Django и языком Python. Понимание принципов разработки веб-приложений и опыт работы с MVC-архитектурой. ,"Разработка и поддержка веб-приложений на базе Django, включая проектирование, разработку, тестирование и оптимизацию. Участие в обсуждении требований, анализе и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127388982
Стажер-программист 1С,100000 KZT,Алматы,Первый БИТ,18-11-2025 16:02:32,Первый опыт в IT – под руководством опытных наставников вы освоите 1С-программирование и получите востребованные навыки. Обладаете логическим мышлением...,Мы 1 среди партнеров фирмы 1С по автоматизации бизнес-процессов компаний на базе программ 1С. Наши офисы в...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127838724
Разработчик,500000 KZT,Алматы,First Web (Ферст Веб),18-11-2025 16:42:23,Опыт веб-разработки от 1–2 лет. Знание Laravel или Node.js Vue или React на фронте. Понимание работы API (желательно...,Ищу разработчика для создания сайта покупки/продажи игровых предметов (скинов). Авторизация через Steam Каталог товаров + фильтры. Покупка / продажа предметов...,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Частичная занятость,https://hh.ru/vacancy/127840958
Frontend Developer,,Алматы,Рекрутинговое агентство Fin Career Lab,13-11-2025 07:35:29,"Опыт коммерческой разработки на React от 2 лет. Уверенное владение JavaScript (ES6+), понимание принципов работы Redux и middleware...",Разработка и доработка пользовательского интерфейса на базе вендорского решения (SDK) с использованием предоставленных библиотек и API. Создание собственных модулей кастомизации...,"{'id': 'remote', 'name': 'Удаленная работа'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127613760
