title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Senior QA Engineer (iOS),,Алматы,BTS Digital,29-10-2025 10:01:57,"Обширный опыт работы мобильным <highlighttext>тестировщиком</highlighttext>, преимущественно с iOS.",Составление тестовой документации и разработка приемочных критериев. Сопровождение iOS релизов и участие в релизных планированиях. Анализ функциональности для выявления слабых...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127092320
Full Stack QA Automation Engineer (Java),,Астана,Andersen,20-11-2025 12:35:04,Experience as an <highlighttext>QA</highlighttext> Automation <highlighttext>Engineer</highlighttext> (Java) for 3+ years. Experience in manual testing. Deep understanding of backend testing...,"Developing and maintaining automated tests for backend services (API, integrations, microservices). Performing manual, load, regression, and smoke testing. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127708243
Senior QA Engineer (Android),,Алматы,BTS Digital,29-10-2025 10:04:13,"Обширный опыт работы мобильным <highlighttext>тестировщиком</highlighttext>, преимущественно с Android.",Составление тестовой документации и разработка приемочных критериев. Сопровождение Android релизов и участие в релизных планированиях. Анализ функциональности для выявления слабых...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127092421
Middle Functional QA Engineer (Game Project),,Алматы,Талисман качества,14-11-2025 13:38:14,Focused on player experience during testing; a gamer’s mindset is highly valued. Ability to challenge design decisions when necessary...,"Participate in release planning and QA activities for in-development game features. Design, maintain, and improve test cases and test...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127711818
Junior QA Automation Engineer (Java),,Астана,Andersen,29-10-2025 09:41:32,Experience in QA for 6+ months. Basic knowledge of Java and understanding of OOP principles. Familiarity with Playwright or...,Developing and maintaining automated testing frameworks and scripts. Performing automated testing. Identifying and prioritizing test cases for automation. ,"{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127091039
Junior QA Automation Engineer Java,,Алматы,Andersen,06-11-2025 18:00:24,"Experience in QA Automation for 6+ months. Good understanding of software testing principles, test design techniques, and testing lifecycle. ","Analyzing requirements, planning test activities, and creating relevant test cases. Performing manual functional, non-functional, regression, and cross-platform testing. ","{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127383219
Senior QA Test Automation Engineer,,Алматы,Неткрэкер Текнолоджи Казахстан,18-11-2025 08:05:36,"Skills: Experience in programming. Java SE basics. Basic SQL (SQL operators, syntax and data types), xml. Understanding of debug technics. ","Participation in processes: search, diagnostics, documentation and control of software defect fix (Bug/Change Management). Participation in the processes of...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/123657087
QA Automation Engineer (UK client),,Астана,Itransition,09-11-2025 12:09:01,"Experience and skills: Knowledge of testing tools such as Playwright, Cypress, or Selenium and coding using Javascript. Knowledge of Page...",Circle CI.,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/123960672
QA-инженер,,Астана,Koronatech,29-10-2025 10:35:26,Что необходимо знать/уметь:,"Развивать и обеспечивать качество и безопасность сервисов. Участвовать в проектировании и создании новых сервисов. Планировать работу по задачам, формулировать критерии...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127094392
QA middle,,Астана,red_mad_robot,27-10-2025 18:17:20,"Знание методологий тестирования: черного ящика, белого ящика, регрессионного и интеграционного. - Использовать инструменты баг-трекинга и управления проектами, такими как JIRA...",Red_mad_robot — технологическая компания с экспертизой в запуске цифровых продуктов и новых бизнесов. Включает red_mad_robot AI — центр исследований и разработки ИИ...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127027322
QA Senior,,Астана,red_mad_robot,27-10-2025 18:16:51,"Знание методологий тестирования: черного ящика, белого ящика, регрессионного и интеграционного. - Использовать инструменты баг-трекинга и управления проектами, такими как JIRA...",Red_mad_robot — технологическая компания с экспертизой в запуске цифровых продуктов и новых бизнесов. Включает red_mad_robot AI — центр исследований и разработки ИИ...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127027313
Middle Functional QA Engineer (Game Project),,Астана,Талисман качества,14-11-2025 13:21:13,Focused on player experience during testing; a gamer’s mindset is highly valued. Ability to challenge design decisions when necessary...,"Participate in release planning and QA activities for in-development game features. Design, maintain, and improve test cases and test...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127710722
