title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
HR менеджер (Помощник),350000 KZT,Атырау,САТЫМ,19-11-2025 08:42:37,Организационные способности. ﻿﻿Готовность обучатся и развиваться в. HR-сфер. Быстрая адаптация.,Подбор персонала (помощь). ﻿﻿Подготовке отчетов по персоналу для руководства. ﻿﻿Координация процессов адаптации новых сотрудников. ﻿﻿Поддержка сотрудников по вопросам кадровой документации...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127853885
HR Generalist,,Алматы,"Danone, ТМ",19-11-2025 16:48:30,"Высшее образование (""Управление персоналом"", ""Менеджмент"", ""Экономика"", ""Бизнес-администрирование"", ""Психология""). Знание ТК РК. Опыт работы в департаменте HR минимум 1 - 2...","Участие во всех ключевых HR-процессах: подбор персонала, адаптация, управление эффективностью, обучение и развитие сотрудников. Формирование партнерских отношений с бизнес...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127886625
HR-специалист,500000 KZT,Астана,OPATRA LONDON (ОПАТРА ЛОНДОН),19-11-2025 14:04:43,Опыт работы в HR и рекрутменте от 2 лет. Знание современных инструментов подбора персонала. Отличные коммуникативные навыки и умение работать...,Полный цикл подбора персонала. Проведение интервью и оценка кандидатов. Взаимодействие с руководителями отделов для определения кадровых потребностей. Поддержание положительного имиджа...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127874437
HR менеджер в кофейню,,Алматы,Capito (Капито),20-11-2025 13:48:53,"Опыт работы в HR сфере: поиск, подбор, адаптация, мотивация персонала и работа с корпоративной культурой. Организованность и ответственность. ","Поиск и привлечение лучших кандидатов для компании. Проведение собеседований, оценка и отбор кандидатов на основе профессиональных качеств и критериев компании. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127917383
Главный HR-менеджер 2 категории,450000 - 500000 KZT,Астана,ТЕМІРЖОЛ ЖӨНДЕУ,18-11-2025 12:57:55,"От 6 лет опыта в HR. Рассматриваются только кандидаты с опытом от 3-х лет в производственных, строительных компаниях, компаниях...","Полный цикл рекрутинга (АУП, ИТР состав, головной компании Қамқор менеджмент и дочерних организаций). Участие в инвентаризации, заключение и контроль договоров...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127827705
HR specialist,,Астана,Agrostream,19-11-2025 17:27:50,"2+ лет опыта HR Generalist / HRBP, желательно в IT. Опыт закрытия технических вакансий (разработчики, аналитики, инженеры). Навыки структурированных интервью. ","Полный цикл подбора в IT: поиск, скрининг, интервью, координация финальных этапов. Формирование профиля кандидата совместно с руководителями (Python, .NET, GIS...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127888954
HR (офис менеджер),,Караганда,Power Blast,20-11-2025 12:13:43,Опыт работы в HR или офис-менеджменте — от 1 года. Знание кадровых процессов и основных HR-инструментов. Грамотная письменная и...,"HR-функции: Подбор персонала: размещение вакансий, отбор резюме, проведение первичных собеседований. Оформление сотрудников: приём, перевод, увольнение совместно с бухгалтерией/кадрами. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127912011
Стажер в HR,,Алматы,"AIR ASTANA, АО",17-11-2025 09:11:29,"Студентов 3–4 курса или выпускников по направлениям HR, психология, менеджмент и смежным дисциплинам. Готовность работать полный день (Пн–Пт). ",Анализ и первичный отбор резюме. Проведение предварительных интервью. Поддержка в организации конкурсных отборов и дней открытых дверей. Подготовка отчетов и...,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127760968
HR-менеджер,400000 - 500000 KZT,Алматы,Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева,20-11-2025 08:12:30,"Высшее образование (юридическое, управление персоналом, государственное управление или смежные). Опыт работы в кадровом администрировании от 3-5 лет, из них...","Организация и контроль полного цикла кадрового делопроизводства в соответствии с ТК. Разработка и внедрение кадровой политики, локальных нормативных актов, должностных...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127897832
Ассистент HR-менеджера,250000 KZT,Караганда,Оптимальный,20-11-2025 08:01:02,"Знание трудового, гражданского законодательства. Умение пользоваться ПК.","Оформление документов при приеме, увольнении и переводе сотрудников. Подготовка и ведение личных дел.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127897556
HR-менеджер Департамента управления человеческими ресурсами,600000 KZT,Астана,Astana IT University,20-11-2025 16:29:52,"Образование: высшее (или послевузовское) образование, дополнительная подготовка в области «HR», стаж работы в сфере образования и кадрового администрирования не менее...",1) исполняет свои обязанности под общим руководством директора Департамента и во взаимодействии с руководителями иных подразделений Товарищества. 2) организует работу...,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127796171
HR менеджер,,Астана,Холдинг Самгау,20-11-2025 12:12:02,"Знание трудового законодательства РК. Понимание основ менеджмента и менеджмента персонала. Навыки делового общения, документооборота и оценки эффективности сотрудников. ","Поиск, подбор и проведение собеседований с кандидатами (полный цикл рекрутмента). Помощь в подборе IT-персонала. Адаптация новых сотрудников, участие в...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127780481
HR менеджер/менеджер отдела кадров,500000 - 700000 KZT,Алматы,K Towers Realty,30-10-2025 10:06:30,Опыт работы на аналогичной позиции не менее 2 лет. Знание законодательства в области трудовых отношений и кадрового делопроизводства. ,"Ведение кадрового делопроизводства в полном объеме. Кадровое делопроизводство в полном объеме. Ведение административных процессов в отделе кадров, включая учет рабочего...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127133268
HR-менеджер,450000 KZT,Астана,Медьянов,20-11-2025 14:14:17,"Опыт работы в HR, делопроизводстве или административном управлении — от 5 лет (желательно совмещение функций). Навыки проведения интервью и понимание полного...","HR-функции: Полный цикл подбора персонала: размещение вакансий, первичный отсев, телефонные интервью, очные собеседования. Оформление новых сотрудников, сопровождение в период...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127918776
Менеджер по подбору персонала/HR-менеджер,350000 - 500000 KZT,Астана,Shashlikow,18-11-2025 08:50:26,"Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext> или рекрутером от 1 года (желательно в общепите. Ритейле, HoReCa). Понимание специфики подбора персонала в рестораны...","Подбор персонала. Поиск и подбор сотрудников: повара, бариста, официанты, кассиры, администраторы и т.д. Размещение вакансий, работа с site.kz, hh.kz...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127811368
Руководитель HR отдела / HRD,,Алматы,INDUSTRY,16-11-2025 11:58:31,"Требуемый опыт работы не менее 3 лет <highlighttext>HR</highlighttext> <highlighttext>менеджером</highlighttext>, руководителем, generalist. Опыт выстраивания HR-процессов в компаниях от 50 сотрудников. ","Построить HR-систему с нуля: подбор, адаптация, развитие, удержание, оценка эффективности. Создать и внедрить HR-стратегию исходя из стратегии бизнеса. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127748014
HR Manager,450000 KZT,Астана,AnalytixHub,20-11-2025 11:58:45,"Опыт работы в подборе персонала (от 1 года будет преимуществом). Уверенные коммуникативные навыки, умение выстраивать и поддерживать диалог. ","Просматривать отклики на вакансии, выбирать самых подходящих кандидатов. Ведение базы кандидатов и актуальных таблиц в процессе подбора. Проведение очных интервью. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127774671
HR-менеджер / Специалист по персоналу,,Алматы,SILENTSOFT,20-11-2025 15:20:10,Что ты будешь делать: — Опыт работы в HR от 1 года (но если у тебя есть искра и желание развиваться...,"Полный цикл подбора персонала: от размещения вакансий до выхода нового сотрудника. — Проведение интервью, оценка кандидатов и их соответствия корпоративной культуре. — ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127921925
"HR Бизнес Партнер (HR BP) (Казахстан, Узбекистан)",,Алматы,Международная фармацевтическая компания,13-11-2025 12:52:28,"Высшее образование (желательно в области управления персоналом, психологии, экономики или менеджмента). Опыт работы не менее 3х лет. ",Поддержка бизнес‑подразделений в реализации HR‑стратегии компании в двух странах: Казахстан и Узбекистан. Консультирование руководителей по вопросам управления персоналом...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127631057
HR - менеджер,300000 KZT,Караганда,KSM,18-11-2025 06:29:28,Порядочность. Стремление к изучению новой информации. Достижению поставленных целей. Умение работать в команде. Легкообучаемость. Опыт работы на производстве приветствуется.,Подбор персонала. Обучение - адаптация персонала. Развитие корпоративной культуры. Внедрение систем материальной и нематериальной мотивации сотрудников. Оценка и развитие персонала. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127807006
HR Specialists - Administrator,,Астана,Эйрбас Хеликоптерс Казахстан инжиниринг (Airbus Неliсорtегs Kazakhstan Еnginееring),17-11-2025 11:24:50,"Bachelor's degree in Human Resources, Business Administration, or a related field. Minimum of 5 years of experience in an...",Support the Head of HR in drafting and implementing new <highlighttext>HR</highlighttext> policies and procedures. <highlighttext>Manage</highlighttext> and maintain the HR Information...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127771814
Менеджер по персоналу/HR-менеджер,,Астана,Asiafilter Inc.,20-11-2025 08:39:37,,"Полное ведение HR-процессов. Подбор персонала (массовый и точечный). Адаптация, обучение и развитие. Разработка и внедрение внутренних регламентов. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127759028
HR Менеджер,300000 KZT,Каскелен,ARLAN LOGISTICS GROUP,20-11-2025 10:39:07,Опыт работы <highlighttext>менеджером</highlighttext> <highlighttext>по</highlighttext> <highlighttext>персоналу</highlighttext> или <highlighttext>HR</highlighttext>-<highlighttext>специалистом</highlighttext> от 3 лет. Знание современных методов подбора персонала. Понимание основных HR-процессов...,"Ведение полного цикла подбора персонала (публикация вакансий, поиск, проведение собеседование, адаптация сотрудников). Ведение HR-документации и взаимодействие с руководителями поздравлений. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127905719
HR менеджер в Дилерский Центр Haval,350000 - 350000 KZT,Кокшетау,AutoCity Karaganda,12-11-2025 10:47:47,Опыт работы в HR от года. Знание основы делопроизводства. Отличные коммуникативные навыки. Умение работать в режиме многозадачности.,Поиск и подбор персонал. Адаптация новых сотрудников. Ведение кадровой документации и соблюдение норм. Взаимодействие с руководителями подразделений. Управление мотивацией. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127569653
HR-менеджер,250000 - 400000 KZT,Алматы,MZM Group,10-11-2025 09:00:44,Опыт в HR от 6 месяцев (желательно). Умение работать с людьми. Ответственность и результативность. Знание офисных программ.,"Подбор и адаптация сотрудников. Проведение собеседований. Развитие корпоративной культуры. Оценка персонала, мотивация, обучение. Работа с документацией сотрудников.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127443263
Стажер в отдел HR,,Алматы,Bereke Bank,14-11-2025 11:42:11,"Возможно, в том числе студент/ка 3–4 курса направлений «Управление персоналом», «Психология», «Менеджмент» или смежных специальностей. Интерес к HR...","Помощь в организации процесса адаптации новых сотрудников. Подготовка приветственных материалов, инструкций и необходимых документов для новичков. Сопровождение новых сотрудников в...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/127705716
Помощник HR/Рекрутер,170000 - 230000 KZT,Алматы,UNIGATE,20-11-2025 09:49:22,"Владение казахским и русским языками в совершенстве. Уверенный пользователь ПК и наличие ноутбука. Высокий уровень эмпатии, коммуникабельности и ответственности. ","Ведение базы кандидатов и организация собеседований. Поддержка <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext> в администрировании персонала. Контроль выхода новых сотрудников, помощь в онбординге. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127763810
HR-менеджер по подбору персонала,,Алматы,Ресурс Плюс KZ,19-11-2025 08:41:28,Умение работать с большим потоком вакансий. Грамотная поставленная речь. Опыт работы на аналогичной должности.,"Ведение полного цикла подбора. Активный поиск кандидатов через все доступные ресурсы. Проведение телефонных, онлайн-интервью и интервью в офисе. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127853827
HR менеджер,400000 KZT,Астана,Авилхан Айболат,15-11-2025 13:12:15,Опыт подбора квалифицированных кадров. Навыки быстрого поиска информации. Желание расти и развиваться вместе с компанией. Опыт построения HR службы с...,"<highlighttext>HR</highlighttext> <highlighttext>менеджер</highlighttext> также отвечает за проверку референсов, заключение трудовых договоров и оформление необходимых документов. Обучение и развитие сотрудников: <highlighttext>HR</highlighttext> <highlighttext>менеджер</highlighttext>...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127742971
HR Manager— Hospitality,,Усть-Каменогорск,Садыков М.К.,18-11-2025 14:31:33,"Опыт работы HR от 3 года. — Знание ТК РК и документооборота. — Коммуникабельность, ответственность, скорость в работе. — Желателен опыт в сфере...","Отбор сотрудников, соответствующих премиальным стандартам. — Проведение интервью в стиле hospitality excellence. — Адаптация и обучение персонала. — Поддержание дисциплины, этики и корпоративной...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127833516
HR Specialist / HR Analyst,,Алматы,Тойота Мотор Казахстан,20-11-2025 10:31:12,"HR relevant experience in 3 years+. English min strong intermediate level +. Personal Competencies: open-minded, client-oriented, positive, proactive...",Recruitment. HR paperwork (КДП) + 1C ZUP administration. Onboarding and adaptation. Performance management. Corporate culture. HR Analytics. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127767376
HR менеджер,350000 - 450000 KZT,Астана,Шынғыс МК,20-11-2025 14:08:56,Опыт ведения КДП от 1 года. Знание Трудового кодекса РК. Уверенное владение 1С. Грамотная коммуникация. Готовность развиваться и брать...,"Ведение полного цикла найма: от определения потребности и подготовки вакансии до адаптации сотрудника на рабочем месте (поиск, отбор, собеседования, оффер...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127785068
HR менеджер,350000 - 500000 KZT,Астана,STS PROM,19-11-2025 12:59:02,"Опыт не обязателен — всему научим, главное твоё желание развиваться и быть в движении . Придумывать идеи, как сделать команду ещё дружнее...",Общаться с кандидатами и помогать им на всех этапах подбора. Проводить собеседования. Помогать новым сотрудникам адаптироваться в коллективе. ,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127406176
HR Business Partner,,Астана,2GIS Astana,18-11-2025 07:50:56,Опыт работы от 5 лет в роли HR Business Partner или HRD. Опыт проектных трансформаций будет преимуществом.,Аудит текущих HR-процессов и инструментов. Разработка и внедрение эффективных практик HR-менеджмента. Наставничество и поддержка HRD в развитии управленческих...,"{'id': 'flexible', 'name': 'Гибкий график'}",Более 6 лет,Проектная работа,https://hh.ru/vacancy/127809139
HR специалист,,Актобе,MASSIF,13-11-2025 09:23:51,"Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>специалистом</highlighttext> или офис-менеджером от 1 года. Знание трудового законодательства РК, навыки кадрового делопроизводства. Владение ПК (Word...","Ведение кадрового делопроизводства (приём, увольнение, отпуска, приказы, личные дела). Поиск и подбор персонала (размещение вакансий, проведение собеседований). Ведение учёта рабочего...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127618220
HR менеджер в единственном лице,500000 KZT,Алматы,МТС-ТОРГ,31-10-2025 11:06:00,"Опыт работы не двух лет. Продвинутый пользователь ПК. Знание основ найма, адаптации, мотивации. Желание обучаться.",Организация поиска и подбора персонала. Адаптация персонала и помощь в обучении сотрудников. Сопровождение на протяжении испытательного срока. Участие в организации...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127174132
"HR-менеджер по кадровому администрированию, аудиту и развитию",700000 KZT,Алматы,ABYROI Management,05-11-2025 09:25:41,"Глубокие знания Трудового кодекса РК и практики его применения. Опыт работы в КДП не менее 3–5 лет, желательно в...",Разработка и внедрение единых шаблонов кадровых документов и регламентов для компаний холдинга. Консультирование <highlighttext>HR</highlighttext>-<highlighttext>специалистов</highlighttext> дочерних организаций по вопросам применения...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127277617
"HR-ассистент, по адаптации и обучению Команды",90000 - 180000 KZT,Алматы,BEST TEXTILE,20-11-2025 07:15:26,"Высшее образование или так же студенты старших курсов (желательно HR, управление персоналом или смежные направления). Инициативность, готовность брать на себя...","Подготовка документов (должностные инструкции, регламенты). Координация процессов адаптации новых сотрудников. Поддержание позитивной атмосферы в команде и участие в корпоративных инициативах.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127896644
HR-специалист,300000 - 400000 KZT,Алматы,Кабилтаев Д.Б. TM Z-Service,20-11-2025 15:29:49,Опыт работы в подборе персонала. Отличное знание русского языка и казахского языка. Ответственность. В идеале опыт работы в сервисном центре.,Поиск и подбор персонала. Активное участие в жизнедеятельности компании. Адаптация и обучение персонала. Закрытие позиции в срок. Выполнение прочих поручений...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127922446
HR менеджер,350000 KZT,Алматы,ZHANKARAS,24-10-2025 17:47:51,Опыт работы кадровым делопроизводителем/<highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext>/HR-generalist от 1 года (желательно в премиум-сервисе). Знание трудового законодательства РК и...,"Восстановление и систематизация кадрового документооборота (трудовые договоры, приказы, личные дела, журналы учёта и пр.). Ведение кадрового учёта в соответствии с...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126924832
HR менеджер,300000 - 600000 KZT,Алматы,Togzhan Galymzhankyzy,26-10-2025 13:00:45,"Фокусы тұрақты, жүйелі және жауапкершілігі жоғары.",BLUEOCEAN компаниясы командаға тәжірибелі және белсенді HR маманын шақырады. Команда сапасын арттыру және HR процестерін дамыту. Қойылатын талаптар: HR немесе...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126945135
HR manager,,Шымкент,Оңтүстік-құрылыс сервис,17-11-2025 17:28:59,Высшее профессиональное образование и дополнительную подготовку в области менеджмента. Стаж работы в сфере управления персоналом не менее опыт работы более...,"Создает эффективную систему управления кадрами и социальными процессами на предприятии, обеспечивающую условия для инициативной и творческой деятельности работников с учетом...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127799538
HR Generalist,,Алматы,ВигТрансЛог,14-11-2025 14:34:16,Развитые организационные и коммуникативные навыки. Опыт работы в сфере подбора персонала от 2 лет. Желание развиваться в точечном найме. ,Коммуникация с действующими сотрудниками офиса. Участие в проектах HR и мероприятиях по развитию внутренних коммуникаций. Организация и ведение процесса подбора...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127715806
HR-менеджер / Хостес,300000 - 400000 KZT,Астана,LIBERTY SPACE,11-11-2025 12:02:37,"Ты легко находишь контакт с людьми и любишь общение. Ты ответственная, аккуратная и доводишь дела до конца. Владеешь Excel, Word...","Работать с кандидатами: звонки, собеседования, встречи. Создавать в коллективе атмосферу позитива: поздравления, мини-мероприятия, тимбилдинги. Вести отчётность: работа с 1...","{'id': 'shift', 'name': 'Сменный график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127520035
HR Business Partner (for External Talent pool),700000 KZT,Алматы,Cyber Temple,19-11-2025 09:03:42,"...в следующих HR-проектах, инициативах: Опыт работы на должности <highlighttext>HR</highlighttext>-<highlighttext>менеджера</highlighttext> в одном лице (HR generalist) в организации, включая: Опыт...","При поддержке руководства и консультантов проводить интеграционные программы, в том числе, вовлекая в общую атмосферу членов команды, работающих удалённо из...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127616803
Юрист с функциями HR-менеджера,700000 KZT,Кокшетау,Зерновой Консорциум Казахстан,20-11-2025 15:42:24,"Знание гражданского, корпоративного, трудового и процессуального законодательства. Опыт ведения судебных дел (в том числе в арбитражных судах). Понимание договорной работы...","Ведение и продление лицензий. Контроль соответствия деятельности завода требованиям законодательства. Подготовка документов для проверок госорганов. Разработка, согласование и экспертиза договоров...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127923036
HR Manager,,Алматы,АНКОР Центральная Азия,18-11-2025 11:40:29,"5+ years of experience as <highlighttext>HR</highlighttext> <highlighttext>Manager</highlighttext>/Generalist, preferably in international or large regional companies. Proven experience in building...","Managing HR and Administration functions in Kazakhstan and Uzbekistan (<highlighttext>HR</highlighttext> <highlighttext>Specialist</highlighttext> KZ, Office <highlighttext>Manager</highlighttext> KZ & UZ in direct report). ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127823037
Ассистент HR менеджера,130000 - 160000 KZT,Тараз,Онлайн,20-11-2025 10:15:16,Дистанционное обучение с выдачей электронного сертификата о пройденном курсе и приобретенных навыков.,"Назначать собеседование, при необходимости переносить дату и/или время собеседования.","{'id': 'remote', 'name': 'Удаленная работа'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/127281402
HR- менеджер,435000 - 560000 KZT,Шымкент,Агротоп,18-11-2025 15:07:08,У вас есть практический опыт в кадровом делопроизводстве.,"Эффективный поиск и найм сотрудников, сопровождение их адаптации и обучение.  Ведение кадрового делопроизводства в полном объёме.  Разработка и внедрение стратегии...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127835603
HR Generalist,700000 KZT,Алматы,Onelife,20-11-2025 17:31:39,"Опыт работы в HR от 2 лет (желательно в сфере ритейла, сервиса или FMCG). Знание кадрового делопроизводства и трудового законодательства...","Полный цикл HR: подбор, адаптация, развитие и удержание сотрудников. Ведение кадрового администрирования (договоры, документы, кадровые приказы). Выстраивание HR отдела и...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126924442
"HR, HR-generalist, Кадровик",450000 - 600000 KZT,Алматы,ПСК CITY ENGINEERING,17-11-2025 09:12:32,"Опыт работы в <highlighttext>HR</highlighttext>, <highlighttext>менеджером</highlighttext> по кадрам, в кадровом делопроизводстве и рекрутинге на последних местах работы от 3-х лет...","Согласование условий найма и работы, оформление предложений о работе. Ведение работы <highlighttext>HR</highlighttext> <highlighttext>специалиста</highlighttext>. Обеспечение порядка и ведение работы в кадровом...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/126522826
HR-специалист / кадровик,500000 KZT,Алматы,ALEM LTD (Wellness Club LUXOR),20-11-2025 00:36:58,"Высшее образование. Знание ПК. Знание языков : русский, казахский, английский. Скорость.",Поиск и привлечение кандидатов с использованием различных источников. Отработка входящих и исходящих звонков по вакансиям. Проведение собеседований и оценка кандидатов...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/125437652
HR–менеджер в маркетинговое агентство,250000 KZT,Астана,Sen Production,14-11-2025 20:15:55,Опыт работы <highlighttext>HR</highlighttext>-<highlighttext>менеджером</highlighttext> / рекрутером от 1 года (приветствуется опыт в digital / маркетинге / медиа). Знание современных методов рекрутинга и оценки...,1.Рекрутинг и полный цикл подбора. Сбор профиля вакансии и согласование требований с руководителем отдела. Поиск кандидатов на разных площадках (HH...,"{'id': 'remote', 'name': 'Удаленная работа'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127733476
HR-менеджер,,Петропавловск,M1 Сервис,14-11-2025 09:08:44,"Опыт работы в HR от 3–5 лет, из них не менее 2 лет в роли руководителя. Знание современных HR...","Разработка и реализация HR-стратегии компании. Организация и контроль ключевых HR-процессов: подбор, адаптация, обучение, развитие, оценка и мотивация персонала. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127697235
HR-менеджер (менеджер по персоналу) / Рекрутер,400000 - 700000 KZT,Астана,Sabaq.online,22-10-2025 09:31:26,"Опыт в найме, особенно в массовом подборе персонала.",Проводить собеседования и нанимать сотрудников. Организовывать обучение и вывод в работу. Закрывать 20–30 массовых позиций и 1–3 ключевых...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/126806439
Hr Менеджер,350000 KZT,Астана,GARDEN1,17-11-2025 09:41:39,"Обязательный опыт работы в HR / рекрутинге. Грамотная речь, коммуникабельность, инициативность. Умение выстраивать внутренние процессы и взаимодействовать с разными отделами.","Полный цикл подбора персонала (размещение вакансий, проведение собеседований, оценка кандидатов). Организация стажировок и адаптации новых сотрудников. Ведение табеля рабочего времени...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127763157
HR директор,800000 KZT,Костанай,Касарас,13-11-2025 10:22:59,"Высшее образование в сфере экономики, психологии, юриспруденции. Опыт работы в отделе кадров в медицинской организации. Опыт работы в сфере управления...","Разработка кадровых политик, стандартов, процедур и регламентов. Развитие HR-бренда. Формирование имиджа привлекательного работодателя во внешней и внутренней среде. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/127621802
Рекрутер/HR менеджер,350000 - 400000 KZT,Алматы,AlmatyEngineering,18-11-2025 13:53:24,"Иметь желание развиваться в сфере рекрутинга, т.к. подбор персонала по различным специальностям и квалификациям. Быть активным, коммуникабельным, уметь располагать...","Осуществлять поиск кандидатов на открытые вакансии по всем каналам поиска, включая и не ограничиваясь Hh, olx.kz, enbek.kz, jobs. Проводить собеседования. ","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/127593023
HR - Partners Matters Lead,,Астана,KPMG,20-11-2025 12:39:03,"Master’s degree in HR, Organizational Psychology, Business Administration, Law, or related discipline. 7+ years of senior leadership experience...",Strategic Leadership of the Partner & Director Agenda: Set and own the strategic direction for the entire career lifecycle of partners...,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/127913436
